word1,word2,mean(remove_extreme_annotator),sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,mean
気持ちよい,ちょうど良い,6,6,8,8,5,3,5,4,3,5,8,5.5
気持ちよい,心地よい,8.2,9,8,10,7,7,8,8,6,8,9,8.0
気持ちよい,心地良い,8,9,9,8,7,7,8,8,6,8,9,7.9
気持ちよい,気持ちいい,9.4,10,10,10,9,8,9,9,9,10,10,9.4
気持ちよい,心地いい,8.2,9,9,9,7,7,9,8,6,8,9,8.1
気持ちよかった,心地よかった,8,8,9,9,7,7,9,8,6,8,9,8.0
気持ちよく,快く,6.6,4,9,6,7,7,8,8,7,7,8,7.1
気持ちよく,気前よく,4.4,2,6,4,5,5,7,7,3,6,8,5.3
気持ちよく,気分よく,7,9,9,6,5,6,8,7,7,7,9,7.3
気持ちよく,心地よく,7.4,6,9,8,7,7,10,9,9,10,7,8.2
気持ち良い,気持ちよい,9.4,10,10,7,10,10,10,10,10,10,9,9.6
気持ち良い,たまらない,6.2,6,9,7,5,4,8,8,8,8,3,6.6
気持ち良い,ちょうど良い,6,7,9,6,5,3,8,6,5,4,5,5.8
気持ち良い,心地良い,8,8,9,9,7,7,9,9,9,9,6,8.2
気持ち良い,心地よい,8,9,9,8,7,7,9,9,9,10,6,8.3
気持ち良い,気持ちいい,9.6,10,10,10,9,9,10,10,10,10,9,9.7
気持ち良く,快く,7,8,8,5,7,7,9,8,9,10,6,7.7
気持ち良く,気分よく,6.6,7,8,5,6,7,8,9,8,10,7,7.5
気持ち良く,心地よく,8,9,9,8,7,7,9,9,9,10,6,8.3
気持ち良く,気持ちよく,9.8,10,9,10,10,10,10,9,10,10,10,9.8
気持ち良く,気持よく,10,10,10,10,10,10,10,10,10,10,10,10.0
気持よかった,気分よかった,7.8,9,8,9,6,7,10,9,9,10,7,8.4
気持よく,気分よく,7.8,9,9,7,7,7,10,9,9,9,7,8.3
気前よく,気分よく,6.6,8,7,5,6,7,10,8,5,9,3,6.8
気難しい,難しそう,5.4,9,4,6,3,5,3,8,3,7,4,5.2
気難しい,険しい,5.2,5,7,5,5,4,6,6,3,8,3,5.2
気難しい,厳しい,5.4,5,7,5,5,5,8,6,5,9,6,6.1
気不味い,良くない,4.2,6,5,1,4,5,4,7,5,8,3,4.8
気不味い,苦しい,3.4,4,5,1,5,2,4,7,3,6,4,4.1
気分が悪く,居心地悪く,5.8,8,5,7,4,5,7,8,5,7,3,5.9
気分が悪く,気分悪く,8.8,9,8,10,8,9,10,8,10,10,10,9.2
気分のいい,快い,7.4,9,7,8,6,7,9,9,9,8,6,7.8
気分のいい,気持ちよい,8.4,9,9,8,7,9,8,9,8,10,8,8.5
気分のいい,清々しい,7.4,9,8,8,5,7,9,9,9,9,6,7.9
気分のいい,心地良い,7.8,9,8,8,7,7,9,9,9,10,6,8.2
気分のいい,気持ち良い,8.4,9,9,10,7,7,8,9,9,10,8,8.6
気分のよい,気持ちいい,7.4,8,9,6,7,7,10,9,10,10,8,8.4
気分のよい,快い,7.8,9,9,7,7,7,9,9,9,9,6,8.1
気分のよい,気持ち良い,8.4,9,9,10,7,7,10,9,9,10,8,8.8
気分のよい,気持ちよい,8.4,9,10,9,7,7,8,9,10,10,8,8.7
気分のよい,心地良い,8,9,8,9,7,7,8,9,9,9,6,8.1
気分のよい,心地よい,8.2,9,9,9,7,7,8,9,9,9,6,8.2
気分のよい,清々しい,7.2,8,8,8,5,7,9,8,8,8,6,7.5
気分の悪い,苦しい,6.8,9,6,9,6,4,10,8,7,8,3,7.0
気分の悪い,良くない,6.2,9,6,7,5,4,8,6,7,7,4,6.3
気分の悪い,気不味い,4.2,5,4,4,4,4,5,6,7,7,5,5.1
気分の悪い,気まずい,4.8,6,5,5,4,4,5,7,7,7,5,5.5
気分の悪い,うっとうしい,5.8,7,7,8,5,2,8,6,5,6,4,5.8
輝かしい,すごい,5.4,7,6,2,5,7,4,6,5,8,7,5.7
輝かしい,良い,5.4,8,6,4,4,5,6,5,3,7,5,5.3
輝かしい,よい,5.4,8,5,5,4,5,6,5,3,7,5,5.3
輝かしい,すばらしい,7.2,9,6,7,6,8,7,7,5,9,8,7.2
輝かしい,明るい,6.4,9,7,7,4,5,7,6,3,9,6,6.3
輝かしい,素晴らしい,7,8,7,6,6,8,9,8,5,10,8,7.5
輝かしく,華々しく,7,7,7,8,7,6,7,8,8,8,8,7.4
疑わしい,怪しい,7.6,9,7,8,6,8,9,9,8,9,8,8.1
疑わしく,怪しく,6.6,4,8,7,6,8,9,9,8,9,8,7.6
疑わしそう,いぶかしげ,6.4,8,6,6,4,8,8,8,9,8,7,7.2
疑わしそう,あやしそう,7.8,8,9,9,5,8,10,9,9,9,8,8.4
疑わしそう,怪しそう,8,9,9,9,5,8,10,9,9,9,8,8.5
久しい,懐かしい,6.2,6,9,5,6,5,7,8,7,9,6,6.8
久しい,長い,6.2,5,7,8,4,7,8,4,5,9,7,6.4
久しい,長くなる,5.6,5,7,6,4,6,6,6,3,9,7,5.9
久しく,長く,6.4,5,7,8,5,7,7,7,5,9,7,6.7
居づらそう,ばつの悪そう,6.2,4,7,7,6,7,8,9,5,8,8,6.9
居づらそう,居心地の悪そう,7.4,6,8,8,7,8,9,9,8,10,9,8.2
居づらそう,居辛そう,10,10,10,10,10,10,10,10,8,10,10,9.8
居心地がわるい,良くない,3,0,4,2,5,4,8,7,3,6,4,4.3
居心地がわるい,気まずい,6.8,9,6,7,5,7,10,9,7,7,6,7.3
居心地が悪い,良くない,5.6,8,5,6,5,4,7,8,5,6,4,5.8
居心地が悪い,居づらい,8,9,7,10,6,8,9,9,9,10,7,8.4
居心地が悪い,苦しい,6.2,8,8,6,4,5,6,8,3,8,4,6.0
居心地が悪い,気まずい,7.4,9,7,8,6,7,9,9,7,9,6,7.7
居心地が悪く,よそよそしく,5,7,7,5,2,4,7,8,7,7,4,5.8
居心地が悪く,気まずく,7.2,9,7,8,5,7,9,9,7,7,6,7.4
居心地が悪く,居づらく,7.8,9,8,9,6,7,10,9,9,9,9,8.5
居心地の悪い,良くない,5.4,8,5,5,5,4,7,7,5,6,4,5.6
居心地の悪い,気まずい,7.4,9,7,8,6,7,9,8,7,8,6,7.5
居心地悪く,気分悪く,5.8,9,5,7,4,4,6,8,5,6,5,5.9
居辛そう,ばつの悪そう,6,4,7,7,5,7,9,9,5,7,6,6.6
居辛そう,バツの悪そう,6.8,9,7,6,5,7,9,9,6,7,6,7.1
虚しい,しょぼい,4.6,7,5,8,0,3,7,7,3,6,3,4.9
虚しい,あっけない,6,6,5,8,4,7,6,4,5,8,7,6.0
虚しい,さびしい,6.2,6,6,8,5,6,8,7,7,7,8,6.8
虚しい,侘しい,7,7,8,9,5,6,8,7,7,8,7,7.2
虚しい,寂しい,6.6,7,7,8,5,6,8,7,7,7,7,6.9
強い,激しい,4.6,8,5,3,2,5,9,8,5,9,3,5.7
強い,強すぎる,6,6,7,8,3,6,7,6,6,8,4,6.1
強ばらせる,厳つくする,4,6,6,3,2,3,4,8,7,8,3,5.0
強ばらせる,恐ろしくする,2.2,3,1,4,0,3,4,8,3,8,3,3.7
強ばらせる,いかつくする,5,7,6,7,2,3,3,9,5,8,7,5.7
恐ろしくする,怖くする,5.6,6,8,4,4,6,8,9,8,10,6,6.9
狭苦しい,きつい,6,5,7,6,5,7,8,9,3,9,7,6.6
狭苦しそうな,小さな,5.6,7,4,7,4,6,7,7,8,3,6,5.9
狭苦しそうな,狭い,6.8,8,8,8,4,6,7,8,8,6,7,7.0
苦しい,つらい,7,9,8,5,6,7,10,9,8,6,7,7.5
苦しい,難しい,5.2,3,6,7,5,5,8,7,5,6,4,5.6
苦しい,厳しい,5.8,8,6,6,3,6,8,6,6,8,3,6.0
苦しい,悲しい,4.2,6,5,4,0,6,8,8,3,3,2,4.5
苦しい,良くない,4.8,5,6,6,2,5,9,7,5,5,3,5.3
苦しく,切なく,5.6,4,6,7,4,7,7,6,3,8,2,5.4
苦労なく,たやすく,6.6,9,6,5,6,7,9,9,9,9,9,7.8
激しかった,早かった,2,0,5,2,0,3,3,0,0,4,3,2.0
激しく,大きく,4.6,5,5,8,0,5,7,8,0,7,2,4.7
激しく,強く,5.8,8,7,6,2,6,8,8,3,8,3,5.9
隙間なく,余すところなく,7.6,9,7,9,5,8,9,9,8,10,7,8.1
堅苦しげな,堅苦しい,7.8,9,9,9,4,8,8,4,9,10,8,7.8
堅苦しげな,息苦しい,6.2,7,7,7,4,6,7,4,6,6,7,6.1
肩身の狭い,堅苦しげな,4,3,7,7,0,3,6,2,5,7,5,4.5
肩身の狭い,息苦しい,5,7,7,6,0,5,8,7,6,5,6,5.7
賢い,正しい,5.4,7,3,6,4,7,7,5,5,8,4,5.6
賢い,良い,6.4,8,6,6,5,7,8,4,6,9,6,6.5
険しい,難しい,5.2,7,6,4,3,6,7,7,5,8,6,5.9
険しい,きつい,6.8,8,8,6,5,7,9,7,6,9,6,7.1
険しい,厳しい,6.8,7,7,8,5,7,9,7,6,9,7,7.2
険しかった,とげとげしいかった,6,8,7,6,4,5,9,4,5,10,4,6.2
険しく,厳しく,5.8,4,8,5,5,7,9,5,6,10,4,6.3
険しく,怖く,3.2,3,6,2,1,4,6,5,3,5,6,4.1
険しくする,厳しくする,4.6,5,6,3,4,5,7,6,6,6,6,5.4
厳しい,激しい,5.4,8,5,8,1,5,4,5,6,7,3,5.2
厳しく,厳しくて,8,9,8,9,5,9,6,9,9,10,7,8.1
厳しくする,厳つくする,5.6,4,8,6,5,5,10,8,9,3,6,6.4
厳つくする,恐ろしくする,6.6,8,6,8,5,6,6,7,3,7,6,6.2
厳つくする,怖くする,6.2,8,8,7,3,5,8,7,3,8,6,6.3
厳つくする,険しくする,6.6,8,8,8,4,5,7,7,3,7,5,6.2
言うまでもなく,いうまでもなく,10,10,10,10,10,10,10,10,10,10,10,10.0
胡散臭い,怪しい,7,5,9,7,6,8,8,9,8,10,9,7.9
胡散臭い,疑わしい,6.4,5,8,6,5,8,8,9,8,7,8,7.2
後退した,おかしくなった,1.2,2,1,0,0,3,1,0,3,3,3,1.6
好ましい,よい,6.6,8,6,8,6,5,9,9,5,8,8,7.2
好ましい,正しい,5.2,6,6,4,5,5,7,3,3,7,7,5.3
好ましい,良い,6.4,7,6,8,6,5,9,3,5,8,8,6.5
広がった,広くなった,6.6,7,10,5,5,6,7,8,9,9,9,7.5
広くなった,大きくされた,7.4,9,7,8,7,6,8,7,7,7,5,7.1
広げた,緩くした,4.8,6,3,6,4,5,7,7,7,9,3,5.7
広げた,ゆるくした,5.8,7,6,7,4,5,7,7,7,9,3,6.2
慌ただしく,うるさく,5.4,6,7,9,0,5,6,7,3,8,2,5.3
慌ただしく,騒がしく,6,8,7,8,2,5,5,8,3,9,2,5.7
甲高い,うるさい,4.8,4,8,4,3,5,7,8,5,9,4,5.7
甲高い,すごい,1.4,2,1,0,0,4,4,5,1,5,3,2.5
甲高く,慌ただしく,1.8,4,0,3,0,2,4,5,1,4,2,2.5
甲高く,大きく,4.6,4,7,8,0,4,4,8,1,3,2,4.1
甲高く,激しく,4.8,5,6,8,0,5,7,6,2,9,2,5.0
甲高く,騒々しく,6.2,8,8,7,3,5,6,7,5,8,3,6.0
甲高く,うるさく,5.8,7,7,7,3,5,6,7,6,9,3,6.0
甲高く,騒がしく,6.4,8,8,8,3,5,5,7,5,8,2,5.9
荒々しい,丁寧ではない,4.2,4,7,3,4,3,8,3,7,7,4,5.0
荒々しい,危ない,3,3,5,2,1,4,8,7,3,7,3,4.3
荒々しい,荒い,6.8,6,8,8,5,7,9,6,9,10,7,7.5
荒々しい,激しい,7,9,7,7,5,7,10,7,5,9,7,7.3
荒々しい,荒っぽい,6.6,6,8,7,6,6,7,8,9,10,9,7.6
荒々しく,怖く,2.2,1,5,1,0,4,7,5,3,7,4,3.7
荒々しく,厳しく,2.4,1,5,3,0,3,6,5,5,7,3,3.8
荒々しく,激しく,5.4,5,8,5,4,5,10,8,5,9,6,6.5
荒々しく,険しく,4.8,4,6,6,4,4,9,7,5,8,4,5.7
荒い,丁寧ではない,6.4,9,6,8,5,4,8,8,7,7,8,7.0
荒っぽい,激しい,5,5,8,5,0,7,10,8,5,8,6,6.2
荒っぽい,危ない,3.4,5,5,2,0,5,6,7,5,7,3,4.5
荒っぽい,荒い,6,6,8,5,5,6,9,5,9,9,8,7.0
荒っぽく,激しく,6.4,5,8,7,5,7,9,6,5,8,7,6.7
荒っぽく,荒々しく,7.2,8,8,7,5,8,9,9,9,10,7,8.0
香ばしい,芳しい,6.8,4,9,7,5,9,10,2,5,9,8,6.8
香ばしい,美味しそうな,5.2,5,7,3,6,5,8,7,7,8,3,5.9
香ばしい,香り高い,7,9,8,7,4,7,10,9,9,9,9,8.1
香ばしく,芳しく,8,9,10,7,5,9,10,3,7,9,8,7.7
香ばしく,かぐわしく,7.6,8,9,8,5,8,10,8,9,7,8,8.0
香ばしく,香り良く,7.8,8,9,9,6,7,9,9,9,8,9,8.3
香ばしく,香り高く,8,9,9,9,5,8,9,9,9,8,9,8.4
香ばしく,香りよく,8,9,9,9,6,7,8,9,9,8,9,8.3
香ばしくて,芳ばしくて,8.4,8,10,9,6,9,10,4,8,9,9,8.2
根性無し,いくじなし,8.2,9,7,9,8,8,8,9,10,10,9,8.7
細かく,余すところなく,5.4,8,6,3,5,5,7,8,5,6,6,5.9
細かく,隙間なく,5.4,5,6,4,6,6,7,5,6,7,4,5.6
細かく,詳しく,7.4,8,7,8,6,8,9,9,7,9,4,7.5
邪魔くさい,煩わしい,8.8,7,8,10,9,10,10,9,7,9,8,8.7
邪魔くさい,うとましい,7.6,8,9,9,3,9,9,9,7,9,8,8.0
弱々しい,情けない,3,0,4,2,6,3,7,9,5,7,3,4.6
弱々しい,貧しい,4,4,6,7,1,2,6,7,3,5,2,4.3
弱々しい,少ない,4,4,6,6,1,3,6,6,1,4,2,3.9
弱々しい,細い,4.6,3,5,3,5,7,7,6,3,4,6,4.9
弱々しい,小さい,3.2,2,4,3,3,4,6,5,3,4,3,3.7
弱々しい,弱い,6.4,6,5,4,9,8,8,6,8,10,7,7.1
弱々しい,乏しい,5.2,7,6,6,6,1,7,5,5,8,3,5.4
弱々しい,か弱い,7.6,6,7,7,9,9,9,7,7,9,8,7.8
弱い,壊れやすい,7.2,6,7,9,8,6,9,8,8,8,6,7.5
弱い,あまりない,4.2,5,4,5,5,2,6,5,3,8,1,4.4
弱い,割れやすい,5.6,6,6,7,6,3,8,5,5,8,3,5.7
弱くなった,弱体化した,8.4,8,9,7,9,9,10,8,8,10,7,8.5
弱弱しい,弱い,7,6,5,9,7,8,8,5,9,10,7,7.4
弱弱しい,割れやすい,4,5,6,2,5,2,10,7,5,8,6,5.6
弱弱しい,小さい,5.8,7,6,9,4,3,6,7,3,6,2,5.3
弱弱しい,細い,5.8,6,6,8,5,4,7,7,3,6,6,5.8
弱弱しい,力ない,7.8,7,9,8,9,6,9,8,5,7,7,7.5
弱弱しい,か弱い,8.4,8,9,8,8,9,9,8,5,8,8,8.0
弱弱しい,もろい,8,8,8,9,8,7,9,8,7,8,6,7.8
弱弱しい,崩れやすい,7.4,7,7,7,8,8,9,8,5,5,6,7.0
弱弱しい,弱々しい,10,10,10,10,10,10,10,10,9,10,10,9.9
手加減のない,厳しい,7.2,9,8,6,8,5,9,9,6,9,5,7.4
手厚く,礼儀正しく,3.8,4,6,2,5,2,9,5,1,9,2,4.5
手荒い,荒々しい,6.6,8,7,3,8,7,9,7,9,9,6,7.3
手荒い,荒っぽい,8.2,8,9,9,8,7,9,6,9,9,6,8.0
手早く,早く,7.2,9,5,7,9,6,9,7,8,6,7,7.3
手早く,すばやく,7,4,7,7,9,8,10,8,8,10,8,7.9
手早く,手際よく,7.6,6,8,6,9,9,8,9,7,9,8,7.9
手早く,素早く,7.2,7,6,7,9,7,10,9,8,10,7,8.0
所狭しと,隙間なく,8.2,9,8,7,10,7,7,5,7,10,8,7.8
暑苦しく,じゃまくさく,4.8,7,7,6,2,2,2,6,1,9,3,4.5
暑苦しく,うっとうしく,5.2,7,7,7,3,2,9,7,2,9,4,5.7
小さい,弱い,5.6,6,5,7,6,4,6,6,5,6,3,5.4
小さな,つつましやかな,4.4,6,7,5,1,3,4,5,6,6,2,4.5
小高い,高い,4.4,4,6,4,6,2,1,0,5,5,3,3.6
少し高い,高い,4.2,1,6,5,6,3,1,1,5,5,3,3.6
少ない,貧しい,4.6,4,6,8,3,2,8,7,7,8,2,5.5
少ない,乏しい,7.2,6,7,9,7,7,8,7,7,8,4,7.0
少ない,弱い,4.2,5,4,6,3,3,5,8,5,6,3,4.8
上手に早く,手際よく,8.2,9,8,7,7,10,9,9,8,10,3,8.0
情けない,恥ずかしい,5,3,6,7,2,7,6,5,5,10,5,5.6
情けない,根性無し,5.8,7,9,7,3,3,9,9,9,10,5,7.1
情けなかった,みっともなかた,6.8,8,9,5,3,9,8,8,8,9,7,7.4
情けなかった,悲しい,4.8,6,9,6,0,3,7,7,3,5,6,5.2
情けなかった,意気地なしだった,5.4,6,9,6,3,3,8,8,6,9,3,6.1
情けなかった,恥ずかしかった,5.4,6,8,8,2,3,8,7,5,8,7,6.2
情けなかった,かっこわるかった,6.8,7,8,9,3,7,8,8,7,9,7,7.3
情けなかった,不甲斐なかった,6.2,7,6,7,4,7,10,9,7,10,6,7.3
情けなかった,嘆かわしかった,7,7,8,7,7,6,9,6,5,8,7,7.0
情けなかった,いくじなかった,6.4,7,8,7,3,7,8,8,7,9,3,6.7
情けなく,恥ずかしく,4,7,3,4,2,4,8,7,5,8,7,5.5
情けなく,みっともなく,6.4,6,8,8,3,7,8,7,6,9,7,6.9
情けなく,虚しく,5,6,6,8,2,3,8,6,3,7,3,5.2
情けなく,不甲斐なく,6.2,7,8,6,4,6,10,8,6,9,8,7.2
色濃くなる,強く出る,7.2,7,7,6,8,8,4,8,1,9,6,6.4
侵された,弱くなった,3.4,4,5,3,2,3,4,6,3,6,3,3.9
心苦しい,苦しい,5.8,7,5,3,8,6,5,7,6,8,7,6.2
心苦しい,心憂い,6.6,7,4,7,9,6,6,8,7,7,1,6.2
心苦しい,しんどい,5,6,8,5,3,3,7,5,5,7,3,5.2
心苦しい,きつい,5,5,7,8,3,2,7,6,3,7,3,5.1
心苦しい,つらい,5.6,6,7,9,3,3,8,9,7,9,3,6.4
心苦しい,切ない,5.6,6,6,8,5,3,9,8,7,9,3,6.4
心苦しい,辛い,5.6,6,8,8,3,3,8,9,7,9,6,6.7
心苦しく,寂しく,4.2,4,4,7,4,2,6,7,1,7,3,4.5
心苦しく,悲しく,5,5,7,7,4,2,8,7,1,7,4,5.2
心苦しく,切なく,5.4,6,6,8,5,2,9,7,7,9,3,6.2
心苦しく,辛く,5.2,6,8,7,3,2,8,8,7,9,6,6.4
心苦しく,つらく,5.4,7,8,7,3,2,8,8,5,9,6,6.3
心地の悪い,居づらい,8.4,9,7,7,10,9,9,9,8,9,7,8.4
心地の悪い,気まずい,6.4,7,7,8,3,7,9,9,8,9,7,7.4
心地よい,気持ちいい,8,5,9,8,10,8,9,9,8,10,8,8.4
心地よい,ちょうど良い,6,5,6,3,9,7,9,3,7,7,4,6.0
心地よかった,気分よかった,8.4,9,9,8,8,8,10,9,9,8,7,8.5
心地よかった,気持よかった,9.4,9,9,9,10,10,10,9,9,9,7,9.1
心地よく,気分よく,8.4,9,9,8,8,8,10,9,9,9,6,8.5
心地よく,気持よく,9.4,10,9,9,10,9,10,9,9,10,6,9.1
神々しい,輝かしい,5.2,5,7,5,3,6,8,9,3,10,6,6.2
辛い,苦しい,8,9,9,5,9,8,9,9,7,9,7,8.1
辛い,きつい,7.8,9,8,5,9,8,8,9,5,9,8,7.8
辛い,難しい,4.8,8,5,4,4,3,7,6,5,9,6,5.7
辛い,厳しい,6.6,9,6,5,9,4,8,7,5,7,6,6.6
辛い,心憂い,6.4,7,6,5,10,4,8,8,7,8,5,6.8
辛い,つらい,10,10,10,10,10,10,9,10,10,9,10,9.8
辛抱できない,早くしてほしい,7.2,8,5,10,6,7,8,8,3,8,3,6.6
凄い,素晴らしい,5,6,7,4,2,6,8,8,3,8,8,6.0
凄い,すごい,10,10,10,10,10,10,10,10,10,10,10,10.0
凄まじい,強すぎる,6.2,8,6,6,5,6,7,7,3,9,6,6.3
凄まじい,激しい,6,6,6,6,5,7,9,8,3,9,7,6.6
凄まじかった,激しかった,7.4,9,7,9,5,7,8,8,3,10,7,7.3
凄まじかった,すごかった,8.8,9,9,9,9,8,9,9,3,10,9,8.4
正しい,良い,6.2,8,5,6,9,3,6,5,5,10,7,6.4
正しい,願わしい,4.2,7,6,5,0,3,6,6,1,7,8,4.9
正しい,より良い,5.2,6,6,7,0,7,6,7,8,9,7,6.3
清々しい,心地良い,6.2,6,8,5,5,7,8,8,7,9,7,7.0
清々しい,気持ちよい,7.4,8,7,6,9,7,8,8,9,9,6,7.7
清々しい,気持ち良い,8.2,8,9,8,9,7,8,8,9,9,6,8.1
清々しい,快い,8.2,8,9,8,8,8,9,9,9,10,8,8.6
清々しい,清い,8,8,8,9,8,7,9,9,8,9,8,8.3
脆く,もろく,9.8,10,10,10,10,9,10,10,10,10,6,9.5
切ない,心憂い,6.8,9,4,6,9,6,9,8,8,9,6,7.4
切ない,苦しい,5,2,6,5,6,6,9,8,5,9,4,6.0
切ない,寂しい,6.4,5,5,7,7,8,9,8,3,9,6,6.7
切ない,つらい,4.8,4,6,4,6,4,9,8,5,9,3,5.8
切ない,悲しい,5.6,4,6,5,5,8,9,8,5,9,6,6.5
切ない,辛い,5.6,5,6,5,6,6,9,9,5,9,4,6.4
切なく,寂しく,5.4,3,7,5,5,7,9,8,3,9,4,6.0
切なく,辛く,5.2,3,6,5,6,6,8,8,5,9,3,5.9
切れ目なく,隙間なく,6.6,9,6,6,3,9,9,9,7,9,5,7.2
折悪しく,運悪く,7.6,9,9,9,5,6,7,9,1,9,8,7.2
浅い,少ない,4.2,7,5,6,2,1,9,3,3,9,2,4.7
素晴らしい,明るい,2.8,2,6,6,0,0,5,5,3,7,3,3.7
素晴らしい,すごく良い,7.8,10,7,6,8,8,8,9,3,10,8,7.7
素晴らしい,すごい,6.4,7,7,4,7,7,9,8,3,8,3,6.3
素晴らしい,よい,7.8,9,7,8,7,8,7,6,3,9,5,6.9
素晴らしい,良い,7.2,8,6,7,7,8,7,6,3,9,5,6.6
素晴らしい,すばらしい,10,10,10,10,10,10,10,10,3,10,10,9.3
素早い,早い,8,9,7,8,8,8,8,6,9,9,7,7.9
素早く,手際よく,6.8,9,7,6,6,6,9,9,8,10,7,7.7
素早く,速く,7.2,8,7,10,8,3,9,6,8,9,7,7.5
素早く,早く,8,9,7,8,8,8,8,6,8,9,6,7.7
早く,手際よく,6.2,6,7,7,6,5,8,7,8,10,8,7.2
騒々しい,激しい,5,3,8,4,4,6,7,7,1,7,7,5.4
騒々しい,すごい,3,2,6,2,4,1,2,7,3,6,4,3.7
騒々しい,うるさい,8.4,10,7,8,8,9,10,9,8,9,9,8.7
騒々しく,大きく,5.2,8,5,9,0,4,2,7,1,5,3,4.4
騒々しく,けたたましく,7.2,8,8,10,7,3,7,9,7,8,7,7.4
騒々しく,激しく,5.6,6,6,8,4,4,7,8,3,8,3,5.7
騒々しく,慌ただしく,5.2,7,7,6,5,1,9,7,7,9,3,6.1
騒々しく,騒がしく,9,8,9,9,10,9,10,9,9,10,9,9.2
騒々しく,うるさく,8.8,9,9,9,8,9,9,8,9,10,9,8.9
騒がしい,甲高い,4.6,3,7,3,4,6,8,6,5,9,6,5.7
騒がしい,騒々しい,8.6,6,9,9,10,9,10,9,9,10,9,9.0
騒がしい,うるさい,8.4,10,8,8,8,8,9,9,8,10,9,8.7
騒がしい,すごい,1.4,1,1,0,4,1,6,7,3,7,3,3.3
騒がしく,激しく,4.2,1,6,4,4,6,7,7,3,6,3,4.7
騒がしくなっている,波だっている,1.8,3,5,0,0,1,6,7,3,7,4,3.6
憎々しく,腹立たしく,7.6,7,8,8,7,8,8,8,1,8,7,7.0
憎々しく,苦々しく,6,6,5,6,5,8,8,7,3,8,6,6.2
憎々しくもあり,苦々しくもあり,5.2,5,7,2,5,7,8,7,3,8,6,5.8
憎々しげ,苛立たしげ,6,7,6,7,6,4,8,1,3,8,7,5.7
憎々しげ,憎らしげ,8.4,8,9,9,8,8,10,9,9,9,8,8.7
憎々しげ,いまいましげ,7.4,8,7,8,8,6,7,7,7,9,6,7.3
憎々しげに,腹立たしく,7.4,8,6,8,7,8,8,8,3,9,7,7.2
憎々しげに,憎々しく,8.4,8,9,9,8,8,9,9,9,10,8,8.7
憎たらしい,腹立たしい,8.2,8,9,10,7,7,8,8,5,9,7,7.8
憎らしげ,苛立たしげ,7,8,7,6,6,8,8,7,5,8,6,6.9
憎らしげ,いまいましげ,7.4,8,7,8,8,6,8,6,5,9,6,7.1
