word1,word2,mean(remove_extreme_annotator),ano1,ano2,ano3,ano4,ano5,ano6,ano7,ano8,ano9,ano10,mean
論点,議事,5.2,0,6,7,8,5,8,6,5,4,0,4.9
自己,我,8.2,8,6,8,10,9,9,9,7,9,7,8.2
自分自身,自ら,7.6,8,2,9,10,9,9,9,10,8,9,8.3
文章,文物,5.8,2,5,9,9,4,7,6,8,4,2,5.6
プロフィール,素性,8,7,7,9,9,8,8,7,7,6,6,7.4
役員,要人,7,8,3,7,9,8,8,6,6,7,7,6.9
服装,衣服,8.8,8,9,8,10,9,9,7,8,9,8,8.5
河原沿い,河川敷,7.6,8,4,8,9,9,8,8,7,9,8,7.8
シリーズ,一通り,6,8,2,7,6,7,8,7,4,8,5,6.2
勤め,役割,6.4,6,1,9,9,7,9,8,6,6,1,6.2
世間,聴衆,6.2,5,3,8,9,6,9,6,7,4,2,5.9
己,自己,8.4,8,6,10,10,8,10,9,9,9,8,8.7
国民,人,7.4,7,6,7,10,7,8,6,8,6,8,7.3
ドレス,洋服,7.4,7,7,7,9,7,9,4,5,7,7,6.9
制服,衣装,7.6,8,8,6,9,7,8,4,4,7,7,6.8
要点,全容,5.4,6,5,2,8,6,6,5,3,6,3,5.0
川原,河川敷,7.2,7,4,8,9,8,8,7,6,9,8,7.4
元気,慰安,3.2,0,2,5,5,4,7,3,2,2,0,3.0
おおすじ,あらまし,8.4,7,8,9,9,9,8,6,7,9,8,8.0
自身,自己,9,7,9,10,10,9,8,9,10,9,8,8.9
物,物質,8.4,5,10,10,10,7,9,7,10,7,7,8.2
人々,庶民,7.4,5,7,8,10,7,9,6,9,8,8,7.7
上役,重役,8.4,7,9,9,9,8,8,7,8,8,6,7.9
内容,要旨,7.8,7,7,8,9,8,8,6,7,7,6,7.3
目玉,トップ,6,5,7,9,5,4,6,5,8,3,0,5.2
炎天下,猛暑,8.6,7,10,9,9,8,8,7,7,7,8,8.0
私,自ら,7.8,6,5,9,10,9,8,9,9,9,7,8.1
シリーズ,一続き,6.6,7,2,8,8,8,5,7,7,9,2,6.3
大筋,あらまし,8.6,7,10,9,9,8,8,7,8,9,8,8.3
着物,服装,7,6,6,8,9,6,9,4,3,7,7,6.5
資料,書物,7.2,5,7,7,9,8,9,3,2,6,5,6.1
上層部,重鎮,7.6,6,8,8,9,7,8,6,8,7,3,7.0
文書,書物,8.4,6,10,9,10,7,9,6,6,8,5,7.6
衆人,国民,7.8,3,10,8,10,8,8,7,8,8,4,7.4
自分,私自身,8.8,8,10,9,10,7,8,9,10,10,7,8.8
はじめ,端緒,8.8,6,10,10,10,8,5,7,7,9,7,7.9
一般市民,人々,7.4,6,6,7,10,8,7,7,8,7,7,7.3
国民,民,8.4,7,10,8,10,7,7,7,9,7,8,8.0
基本,基準,8.2,7,8,9,10,7,8,6,8,4,7,7.4
身元,身上,8.2,7,7,9,10,8,8,7,9,8,7,8.0
河原,河川敷,7.8,6,8,8,9,8,8,7,8,8,7,7.7
考え方,基本,5.4,6,2,5,9,5,3,4,5,4,2,4.5
正体,素性,8.4,7,9,9,10,7,9,7,7,8,6,7.9
気晴らし,気休め,7.2,6,4,8,10,8,7,5,8,8,7,7.1
着物,お召し物,7.4,4,6,9,10,8,8,6,6,7,6,7.0
敷地,構内,6.6,7,1,9,9,7,8,7,5,8,6,6.7
雰囲気,色彩,3.6,0,0,5,7,6,0,3,1,2,4,2.8
自分,僕,7,7,1,8,11,8,6,9,9,8,7,7.4
物体,物質,8.8,7,10,9,10,8,7,6,8,7,7,7.9
服,ドレス,6.6,7,3,6,9,8,8,4,3,7,7,6.2
先頭,皮切り,5.2,1,0,8,10,7,6,6,7,2,6,5.3
始まり,端緒,6.8,8,0,9,10,7,6,6,7,8,6,6.7
一番,一番手,7.8,8,9,8,9,5,7,7,8,8,8,7.7
自分自身,自分,9,8,10,9,10,8,9,9,10,9,9,9.1
人々,世間,6.4,6,2,7,10,7,6,6,9,8,8,6.9
欠点,問題点,7.8,8,8,8,9,6,8,7,9,7,8,7.8
稼ぎ,賃金,7.2,9,1,8,10,8,9,7,10,8,8,7.8
車,長い車,7.2,7,7,7,9,6,8,2,2,4,9,6.1
出身,経歴,5.2,0,2,8,9,7,9,6,1,4,7,5.3
国民,人民,8.2,7,8,9,10,7,9,6,9,7,8,8.0
給料,賃金,8.2,9,5,9,10,8,10,8,10,7,9,8.5
色,ト―ン,7.4,8,7,8,9,5,7,7,4,6,8,6.9
一番手,筆頭,8.4,8,8,9,10,7,5,6,8,8,7,7.6
目覚め,始まり,4.4,0,3,5,8,6,3,6,4,6,4,4.5
経歴,身元,6.2,3,4,8,9,7,8,6,5,6,7,6.3
文献,書籍,8,6,7,9,10,8,8,7,6,7,7,7.5
文書,典拠,7.2,7,7,7,9,6,5,5,6,7,7,6.6
自分自身,僕,7.2,8,2,8,10,8,8,9,10,9,8,8.0
衣装,装束,8,8,6,8,10,8,7,7,6,8,7,7.5
標語,惹句,6.6,8,2,8,9,6,6,7,7,7,3,6.3
おおまか,あらまし,7.2,6,4,8,9,9,6,8,8,9,5,7.2
人,民,7.8,6,7,8,10,8,7,6,9,9,8,7.8
資料,文書,7,6,6,7,8,8,8,5,5,7,7,6.7
定め,天命,8.4,7,9,8,10,8,6,8,8,7,6,7.7
衆人,群衆,8.8,7,10,9,10,8,6,6,9,8,7,8.0
姿勢,体勢,8.4,7,8,9,10,8,8,3,8,9,7,7.7
責務,職分,7.4,8,4,7,10,8,7,7,9,9,6,7.5
知識,知能,7,7,5,7,9,7,8,6,9,8,6,7.2
人,一般人,6.8,6,5,5,10,8,8,6,9,7,7,7.1
衆人,聴衆,7.2,6,7,7,9,7,8,6,8,8,7,7.3
先頭,始まり,6,5,6,6,5,8,9,6,6,9,7,6.7
基本,基礎,9.2,8,10,10,10,8,9,7,9,7,7,8.5
群衆,一般人,8,6,9,8,9,8,8,6,9,6,6,7.5
中,境内,6,6,5,3,8,8,6,5,4,5,2,5.2
職務,職分,8,7,7,8,10,8,8,7,7,7,4,7.3
格好,ファッション,8,8,8,8,9,7,6,7,9,7,4,7.3
一通り,ひとまとまり,7.8,5,10,7,9,8,6,6,8,6,3,6.8
任務,業務,8,7,6,9,10,8,7,7,7,8,3,7.2
概略,大要,8.2,8,7,9,9,8,8,8,9,8,6,8.0
川べり,河原沿い,7.4,6,6,8,9,8,7,7,7,8,6,7.2
最初,手始め,7.8,8,6,8,9,8,6,7,7,8,7,7.4
先頭,トップ,8.6,9,7,9,9,9,9,8,8,9,8,8.5
始め,皮切り,7.2,7,4,8,9,8,8,6,9,7,6,7.2
基礎,基盤,8,8,5,8,10,9,9,7,8,8,7,7.9
高級車,リムジン,7.8,7,8,8,9,7,7,3,8,6,7,7.0
自分,自身,8.8,7,10,9,10,8,9,8,10,9,8,8.8
筆頭,トップ,7.8,8,3,9,10,9,9,7,9,8,7,7.9
運命,義務,5.2,6,0,7,8,5,5,4,4,2,5,4.6
リムジン,大型高級乗用車,8.2,8,9,8,10,6,6,3,7,7,7,7.1
内容,あらまし,8.6,7,10,8,10,8,6,7,8,6,7,7.7
衣服,衣装,8.2,8,7,9,10,7,6,6,8,7,7,7.5
市民,一般人,7.4,7,5,7,10,8,6,6,9,7,8,7.3
報酬,ギャランティー,8.8,9,9,8,10,8,8,8,9,7,9,8.5
きっかけ,呼び水,8.8,8,10,8,10,8,5,7,7,8,6,7.7
内容,大筋,7.4,7,8,6,9,7,4,7,8,6,7,6.9
手法,すべ,8.2,7,10,8,9,7,5,8,8,8,6,7.6
経歴,身分,6.2,3,6,8,9,5,6,6,6,7,7,6.3
シリーズ,一連,6.8,7,2,9,9,7,6,6,7,8,5,6.6
ベース,骨組み,7.6,6,8,8,10,6,6,6,8,6,7,7.1
おおすじ,概要,8.8,8,10,8,10,8,7,7,9,8,7,8.2
弱点,ウィークポイント,9.4,9,10,10,10,8,10,9,10,9,9,9.4
真夏日,酷暑,8,8,10,8,9,5,9,7,3,7,9,7.5
基本的動向,基調,6.8,6,4,8,9,7,9,7,6,7,7,7.0
敷地内,神域,2.8,0,0,2,9,3,6,6,7,4,4,4.1
人民,群衆,7,5,5,7,10,8,8,7,9,8,7,7.4
手段,すべ,9,8,10,9,10,8,9,8,8,8,6,8.4
務め,業務,8,8,7,8,9,8,8,7,7,8,5,7.5
トップ,巨匠,5.4,0,7,7,8,5,9,6,9,4,3,5.8
傾向,基調,5.8,7,2,5,8,7,7,6,7,5,5,5.9
色彩,カラーリング,8,8,6,9,10,7,9,7,9,6,6,7.7
群衆,市井,4.2,0,1,7,9,4,6,3,6,6,6,4.8
原因,トリガー,7.4,7,7,9,9,5,7,7,7,6,2,6.6
服装,コスチューム,7.8,8,7,8,9,7,8,6,5,6,6,7.0
鬼門,悪点,6.2,6,6,7,8,4,7,2,6,4,6,5.6
はじめ,始め,10,10,10,10,10,10,10,10,10,10,10,10.0
ギャラ,給料,8.2,8,6,9,10,8,9,9,10,7,7,8.3
全容,概要,7.6,8,7,7,9,7,8,7,9,7,7,7.6
彩り,色調,8,8,7,9,10,6,9,6,9,7,7,7.8
衣服,ファッション,8.4,8,8,9,9,8,8,6,6,8,8,7.8
衣服,コスチューム,8.4,8,6,9,10,9,8,6,5,8,7,7.6
身元,正体,7.8,8,6,8,9,8,6,7,9,8,6,7.5
お金,報酬,6.2,6,4,5,10,6,8,6,3,8,7,6.3
状況,構え,4.2,0,0,6,9,6,6,4,4,3,6,4.4
身元,身許,8,9,4,9,10,8,7,7,6,10,8,7.8
流れ,一連,7,7,5,7,9,7,8,6,8,5,7,6.9
原因,発端,8.2,8,6,9,10,8,8,7,9,6,8,7.9
文献,文書,8.2,8,7,9,10,7,9,6,8,6,7,7.7
先頭,皮きり,7.6,8,4,9,10,7,8,7,9,8,7,7.7
弱み,弱点,8.8,8,8,10,10,8,9,9,8,9,7,8.6
職務,お仕事,7.8,8,7,9,9,6,8,7,8,9,9,8.0
知力,知性,7.6,7,9,8,9,5,9,6,8,9,7,7.7
洋服,ファッション,7.8,7,7,9,9,7,9,4,9,7,7,7.5
目覚め,お目覚め,9,8,9,10,10,8,9,10,10,10,10,9.4
おおすじ,大筋,10,10,10,10,10,10,10,10,10,10,10,10.0
手始め,皮切り,8,8,4,9,10,9,8,7,7,8,7,7.7
高級車,大型高級車,8.4,7,9,9,9,8,7,3,9,7,8,7.6
報酬,賃金,7.6,8,4,9,10,7,7,9,9,8,7,7.8
勤め,任務,8,8,7,8,9,8,7,7,8,9,7,7.8
寺内,構内,5.8,6,1,8,9,5,5,6,10,7,5,6.2
寺社内,本殿内,5.2,6,2,7,9,2,7,7,9,8,4,6.1
合言葉,キャッチフレーズ,6.2,6,0,8,9,8,9,8,8,8,3,6.7
ベース,メインカラー,6.4,6,6,8,7,5,8,7,9,3,2,6.1
要人,重役,8.4,7,8,9,9,9,7,7,9,8,6,7.9
人々,民,7.4,5,7,7,10,8,8,6,9,7,7,7.4
ひととおり,一連,8.4,6,10,8,9,9,8,6,8,8,7,7.9
先頭,頂点,3.6,6,2,5,1,4,9,6,5,6,4,4.8
読み物,文書,7.2,6,8,8,9,5,9,7,7,7,5,7.1
資料,文献,7.8,7,8,7,9,8,8,6,7,6,6,7.2
衣装,お召し物,8.6,8,9,8,10,8,8,7,6,7,6,7.7
引き金,レバー,7.4,5,8,8,9,7,5,7,8,8,7,7.2
始まり,筆頭,5.4,5,2,5,8,7,6,7,8,8,6,6.2
テーマ,議題,8.6,8,7,9,10,9,10,8,9,7,7,8.4
庶民,衆人,7.8,5,8,8,10,8,10,6,9,7,7,7.8
お金,賃金,6.4,6,6,5,10,5,10,6,3,7,7,6.5
文書,論文,6,4,4,6,9,7,10,6,7,8,7,6.8
格好,衣装,7.2,7,5,8,9,7,9,5,6,7,6,6.9
役目,役回り,8.2,7,8,8,10,8,9,7,9,8,7,8.1
基本,基盤,8.6,8,8,9,10,8,8,8,9,8,6,8.2
役割,業種,6.2,6,6,7,8,4,6,7,8,4,6,6.2
問題点,ウィークポイント,7.4,6,5,9,9,8,7,8,9,5,6,7.2
お仕事,任務,7.8,7,7,8,9,8,8,7,8,6,6,7.4
敷地,寺中,4.2,2,4,4,8,3,5,6,9,4,5,5.0
出身,生い立ち,6.4,3,3,9,9,8,6,6,9,6,4,6.3
やり方,すべ,8.8,7,10,9,10,8,8,7,9,7,5,8.0
正体,経歴,5.8,5,1,8,8,7,9,6,6,5,6,6.1
業務,職質,4.2,0,0,5,9,7,8,7,1,6,6,4.9
内容,要点,5.4,3,6,5,7,6,8,4,3,4,5,5.1
固体,物質,5.6,4,7,5,8,4,9,3,5,3,6,5.4
服装,装束,7.6,8,7,7,10,6,9,7,5,6,6,7.1
素性,身分,8,8,7,8,9,8,9,6,7,7,5,7.4
義務,宿命,7,5,6,9,9,6,8,7,4,4,1,5.9
考え,要点,4,0,2,6,9,3,6,6,3,3,3,4.1
役員,重役,6.6,7,2,6,9,9,6,6,8,6,7,6.6
まとめ,要点,9,8,10,9,9,9,9,6,9,8,7,8.4
始め,先頭,6.6,6,3,8,8,8,8,7,8,8,6,7.0
自身,己,8.2,8,5,9,10,9,8,9,10,9,8,8.5
私,自身,8.2,8,5,9,10,9,8,9,10,9,8,8.5
衆人,民衆,8,6,8,8,10,8,9,7,9,8,7,8.0
全部,ひとつながり,6.4,2,10,6,9,5,8,6,7,6,2,6.1
衣服,スタイル,5.6,6,1,8,8,5,7,3,2,7,3,5.0
きっかけ,発端,9,8,10,9,10,8,8,6,8,6,7,8.0
色合い,雰囲気,3.8,0,2,5,7,5,3,4,2,3,5,3.6
要旨,要点,8,7,4,10,10,9,6,9,9,8,7,7.9
本,書籍ソース,4.4,0,4,5,9,4,6,7,2,7,5,4.9
救い,慰め,5,2,6,7,3,7,5,6,6,7,6,5.5
職務,役回り,7.6,6,7,8,10,7,6,7,6,8,5,7.0
基本,中心,4.6,0,0,8,9,6,6,7,5,2,4,4.7
基本,軸,7.2,5,7,8,9,7,5,7,9,1,6,6.4
格好,制服,6.4,6,2,8,9,7,6,6,6,7,3,6.0
議会,議事,4.8,2,5,7,5,5,6,6,7,7,5,5.5
大衆,市井,5.6,0,4,7,10,7,5,6,7,7,6,5.9
敷地内,神社内,3.6,2,3,3,9,1,5,4,9,6,4,4.6
上層部,幹部,7.8,7,8,7,9,8,6,7,9,8,6,7.5
一般人,大衆,7.4,5,7,7,10,8,8,6,9,8,7,7.5
傾向,雰囲気,4.8,0,2,8,8,6,6,3,4,4,7,4.8
最初,一番,8.6,8,9,9,9,8,8,6,8,9,6,8.0
難点,ウィークポイント,7.4,7,7,9,9,5,7,8,9,7,6,7.4
役目,務め,7.8,8,7,8,9,7,6,7,8,8,6,7.4
方法,手法,8.4,8,8,9,9,8,7,9,10,8,7,8.3
自身,我,8.6,8,7,9,10,9,8,9,10,9,6,8.5
カラー,彩り,8.4,7,9,9,9,8,8,7,9,8,6,8.0
問題,難点,7.4,7,4,9,9,8,8,8,8,7,6,7.4
形,体勢,4.8,5,0,6,8,5,8,7,7,5,4,5.5
発端,トリガー,7.4,8,3,9,10,7,6,7,8,9,2,6.9
おおすじ,大要,9,8,10,9,10,8,8,8,9,8,7,8.5
正体,素姓,8.2,8,8,8,9,8,7,7,9,7,6,7.7
リムジン,高級外車,7.6,7,7,9,9,6,6,3,8,6,6,6.7
残念,欠点,5.8,6,2,7,8,6,6,4,1,7,6,5.3
気晴らし,救い,4.2,0,1,7,5,8,6,3,3,7,2,4.2
所在,身上,6.4,5,6,8,9,4,6,6,3,6,3,5.6
敷地,境内,5,7,6,3,8,1,7,4,9,8,4,5.7
役割,業務,7.4,8,7,8,9,5,6,7,8,7,4,6.9
欠点,泣き所,5.8,0,4,9,10,6,7,8,8,8,5,6.5
リーダー,頭,7.6,8,5,9,9,7,8,7,10,8,1,7.2
はじめ,先頭,6.6,5,4,7,9,8,9,6,9,8,6,7.1
記事,文書,5.4,3,4,8,8,4,9,6,8,6,6,6.2
人民,民,7.8,8,5,8,10,8,9,8,9,8,8,8.1
本,論文,4.4,3,3,6,8,2,8,6,7,7,6,5.6
情報,素性,2.6,0,1,4,7,1,8,6,4,2,1,3.4
書物,文物,6.6,2,6,8,10,7,9,7,6,8,7,7.0
市民,群衆,7.6,6,6,8,10,8,9,6,9,7,6,7.5
頭,総統,6.8,6,6,8,6,8,7,6,9,8,5,6.9
人々,群衆,7.8,6,7,8,10,8,8,6,9,8,6,7.6
みんな,大衆,8.2,6,10,8,10,7,9,6,9,7,6,7.8
境内,寺内,6.4,7,5,7,8,5,8,7,9,8,6,7.0
皆,人民,7,6,5,7,10,7,8,6,8,7,5,6.9
方法,手段,8.2,8,7,9,9,8,9,8,9,8,5,8.0
一般市民,民,7.8,6,7,8,10,8,9,6,10,7,7,7.8
概要,要旨,7.8,7,5,8,10,9,9,7,9,9,6,7.9
身分,出どころ,7.2,7,4,8,9,8,8,6,7,8,2,6.7
骨組み,骨格,8.6,8,8,8,10,9,9,8,8,9,2,7.9
中心,基調,6.8,8,4,8,9,5,8,6,9,6,2,6.5
賢さ,能力,4.8,0,3,5,8,8,9,4,2,5,5,4.9
任務,業種,4.4,0,2,8,8,4,6,6,7,7,5,5.3
役割,職務,7.4,7,5,8,9,8,6,7,8,7,4,6.9
つきもの,運命,5.6,0,10,5,9,4,6,7,7,7,1,5.6
きっかけ,トリガー,8.8,8,10,9,9,8,7,8,8,8,2,7.7
カラフル,色とりどり,7.6,8,8,9,9,4,8,7,7,9,6,7.5
内容,概要,7.2,7,8,5,9,7,9,7,8,7,6,7.3
身上,実態,4.8,5,0,7,8,4,6,4,6,2,5,4.7
キャッチフレーズ,売り込み文句,8.2,8,8,8,10,7,10,8,9,7,7,8.2
業務,職分,7.8,8,5,9,9,8,8,7,8,6,6,7.4
きっかけ,スイッチ,8.4,8,10,9,10,5,8,6,8,7,2,7.3
高級車,外車,7.2,6,7,7,9,7,6,3,9,6,5,6.5
始め,筆頭,5.6,6,3,5,6,8,6,6,9,8,5,6.2
役割,責務,7.2,7,5,7,9,8,9,7,8,7,2,6.9
始まり,皮きり,6.6,7,2,8,8,8,8,7,7,7,6,6.8
人民,民衆,7.6,6,5,9,10,8,9,6,9,7,6,7.5
つきもの,宿命,6,0,10,5,9,6,3,8,7,6,2,5.6
うたい文句,キャッチフレーズ,8.4,8,7,8,10,9,8,8,9,8,6,8.1
うたい文句,売り込み文句,8,8,7,8,9,8,9,8,9,8,4,7.8
キャッチフレーズ,キャチコピー,8.4,8,8,9,9,8,0,9,9,9,6,7.5
世間,群衆,7.6,6,7,8,9,8,9,6,9,7,5,7.4
俺,私,9.2,8,9,10,10,9,10,9,10,9,7,9.1
お目覚め,寝起き,7.4,8,3,9,9,8,8,8,8,9,7,7.7
自分,己,9,8,8,10,10,9,9,9,10,9,7,8.9
全行程,ひとつながり,8.2,7,10,8,9,7,6,6,7,6,5,7.1
彩り,色彩,8.6,8,8,9,10,8,9,7,8,7,6,8.0
役目,職業,6.4,5,3,7,9,8,9,6,8,8,3,6.6
民,民衆,7.8,6,6,9,10,8,9,7,9,8,6,7.8
問題点,難点,7,7,4,9,9,6,9,7,9,6,6,7.2
基本,基調,7.6,8,5,9,9,7,9,7,8,8,5,7.5
短所,悪点,6.4,8,1,9,9,5,10,8,9,8,6,7.3
本,書籍,9,7,10,9,10,9,10,9,10,9,7,9.0
役割,務め,8.2,8,8,8,9,8,9,7,8,8,7,8.0
才能,知力,6.8,6,5,8,8,7,9,6,5,7,6,6.7
手段,作戦,6.6,3,6,8,9,7,8,7,7,6,7,6.8
おおすじ,要旨,9,8,10,9,9,9,9,8,9,8,7,8.6
国民,大衆,8,6,7,8,10,9,8,7,9,7,7,7.8
民衆,大衆,8,6,7,8,10,9,8,7,9,7,7,7.8
体,体勢,5,2,3,5,8,7,9,4,8,4,6,5.6
引き金,契機,6.8,7,1,9,9,8,8,6,7,8,2,6.5
始め,目玉,3,0,0,5,6,4,9,6,4,1,1,3.6
基調,基盤,6.6,6,5,8,9,5,9,6,8,8,1,6.5
発端,要因,6.2,7,6,9,1,8,9,7,9,4,2,6.2
スイッチ,呼び水,6,7,1,9,5,8,8,6,8,6,1,5.9
第一番,頭,6.8,7,2,9,8,8,8,6,5,7,4,6.4
鬼門,弱点,6.4,6,2,9,8,7,8,8,7,7,4,6.6
呼び水,トリガー,7,8,3,9,7,8,9,8,9,8,1,7.0
カラー,色彩,8.8,8,9,9,9,9,10,6,9,9,6,8.4
国民,群衆,7.8,6,7,8,9,9,9,6,9,7,6,7.6
知能,知恵,8,8,8,7,9,8,9,7,7,8,6,7.7
概要,あらまし,9.2,8,10,9,10,9,9,7,8,8,7,8.5
稼ぎ,給料,8.8,8,9,9,10,8,10,8,9,8,7,8.6
一通り,一連,8,7,8,9,9,7,10,6,9,7,7,7.9
猛暑,厳暑,7.8,7,8,9,9,6,9,8,10,8,8,8.2
始まり,第一番,6.2,7,2,9,7,6,8,6,8,8,6,6.7
文献,書物,7.6,7,5,8,10,8,9,6,7,7,7,7.4
知識,知力,7.4,6,7,7,9,8,10,6,6,8,7,7.4
残念,問題点,6.2,6,2,7,9,7,9,3,1,8,6,5.8
人々,市井,6.8,6,3,8,10,7,6,6,6,7,6,6.5
頂点,筆頭,5.2,7,2,6,6,5,8,7,7,4,5,5.7
敷地内,寺内,5.4,6,3,3,9,6,9,4,9,7,5,6.1
民衆,聴衆,7.2,6,7,7,9,7,8,6,9,6,5,7.0
お金,ギャラ,7.6,8,7,5,10,8,8,6,2,7,7,6.8
メインカラー,基本,4.8,4,3,4,9,4,3,4,7,3,5,4.6
記事,専門書,3.2,0,3,3,8,2,6,3,4,4,3,3.6
バリエーション,多様性,8.4,8,8,9,9,8,7,7,7,8,5,7.6
第一番,リーダー,5.2,6,1,5,9,5,9,6,5,7,1,5.4
問題,欠点,7.2,7,3,9,9,8,9,7,9,7,7,7.5
記事,典拠,4.8,0,2,6,9,7,7,3,9,4,5,5.2
己,私,8.2,8,4,10,10,9,9,9,10,9,7,8.5
大筋,大要,8.2,8,7,9,9,8,10,8,8,9,7,8.3
第一番,皮きり,5.6,6,3,7,6,6,7,7,7,8,6,6.3
リーダー,ホープ,3.6,0,1,6,7,4,8,3,4,5,1,3.9
市民,衆人,7.4,6,7,7,10,7,8,6,9,7,6,7.3
読み物,書籍,8,6,8,9,10,7,9,7,8,7,7,7.8
鬼門,弱み,5.8,6,0,9,9,5,8,7,8,7,5,6.4
任務,責務,7,8,2,8,9,8,8,7,8,8,3,6.9
文章,文献,6.8,6,7,5,9,7,10,6,9,7,5,7.1
みんな,民衆,8.4,6,10,8,10,8,9,7,9,6,5,7.8
資料,文章,6.2,4,6,6,9,6,9,7,6,6,4,6.3
鬼門,短所,5.4,4,1,9,9,4,8,6,8,7,5,6.1
方針,ベース,6.6,5,4,9,8,7,9,7,8,5,6,6.8
色合わせ,カラーリング,6.8,4,5,8,9,8,10,7,9,7,6,7.3
一通り,全部,7.4,7,6,9,7,8,9,6,9,7,6,7.4
筆頭,総統,6.4,6,5,7,7,7,7,7,9,7,6,6.8
人々,人,8.2,7,7,9,10,8,10,8,8,9,7,8.3
役割,任務,8.2,8,8,8,9,8,9,7,9,9,7,8.2
自分,自己,9,8,8,10,10,9,10,9,10,9,6,8.9
議題,議事,6.8,5,6,7,9,7,10,7,7,9,5,7.2
記事,資料,5.4,2,5,5,9,6,10,6,6,6,5,6.0
一番手,先頭,7.2,7,7,6,8,8,9,6,8,8,7,7.4
論文,文献,5.8,7,4,5,9,4,9,6,8,8,5,6.5
キャッチフレーズ,売り文句,8,8,7,8,10,7,8,9,9,9,7,8.2
宿命,宿因,5.6,0,5,6,10,7,8,8,7,8,5,6.4
おおまか,要旨,8.6,7,10,8,9,9,8,7,9,8,5,8.0
車,高級車,6,5,5,5,9,6,9,3,7,5,4,5.8
先頭,筆頭,7,7,5,6,9,8,9,6,8,8,5,7.1
考え,基本,4.4,4,2,5,7,4,8,6,2,1,4,4.3
中,敷地内,4.4,6,1,3,7,5,8,4,5,6,1,4.6
慰め,気遣い,5,5,3,7,3,7,8,3,6,6,7,5.5
内容,概略,5.6,6,2,6,7,7,8,7,7,6,7,6.3
大衆,庶民,7,6,4,8,10,7,9,6,9,7,6,7.2
内容,おおすじ,7.8,6,10,6,9,8,9,7,9,4,6,7.4
大衆,世間,6.8,6,3,8,10,7,9,6,9,7,5,7.0
所在,素性,5,6,2,5,9,3,9,6,4,1,3,4.8
長い車,高級車,3.2,0,1,5,8,2,7,3,6,2,2,3.6
方法,道筋,6,6,2,6,9,7,9,7,8,5,6,6.5
基幹人員,上層部,7,5,6,7,9,8,7,7,7,7,4,6.7
民,庶民,7.8,6,7,8,10,8,8,6,9,8,6,7.6
姿勢,上半身,4,5,2,5,7,1,9,3,1,2,2,3.7
寺内,敷地,4.4,6,2,4,8,2,8,4,8,7,2,5.1
引き金,トリガー,8.4,8,7,9,10,8,9,9,9,8,7,8.4
元気付け,慰め,6.2,7,5,8,3,8,9,7,7,7,6,6.7
ひとつながり,流れ,7,6,10,7,6,6,8,6,8,6,3,6.6
ユニフォーム,コスチューム,7.8,8,7,8,9,7,8,7,5,7,6,7.2
状態,体勢,5.8,5,5,6,9,4,8,8,4,6,4,5.9
自身,己れ,7.4,7,3,9,10,8,9,9,10,9,7,8.1
基本的動向,ベース,5.8,7,0,7,8,7,9,7,8,7,4,6.4
皮切り,筆頭,6.8,8,2,8,8,8,8,6,8,7,3,6.6
おおまか,概略,8.4,8,10,8,9,7,9,7,9,8,6,8.1
合言葉,謳い文句,5.6,6,0,5,9,8,8,7,9,7,1,6.0
要点,主要,7,7,5,9,8,6,9,7,9,9,7,7.6
おおまか,大筋,8.8,8,10,9,9,8,8,8,9,9,7,8.5
基本,方針,5.4,7,2,7,5,6,8,7,8,1,5,5.6
市民,民,7,6,4,8,10,7,9,6,9,7,6,7.2
民,群衆,7.8,6,7,8,10,8,8,6,6,8,6,7.3
服装,格好,7.4,7,5,9,9,7,9,7,10,7,6,7.6
